session_id,fault_class,severity,driving_context,ground_truth_dtc,seconds
alternator_failure_024,alternator_failure,moderate,city,P0562,300
voltage_regulator_high_000,voltage_regulator_high,moderate,highway,P0563,300
voltage_regulator_high_001,voltage_regulator_high,moderate,highway,P0563,300
voltage_regulator_high_002,voltage_regulator_high,severe,highway,P0563,300
voltage_regulator_high_003,voltage_regulator_high,severe,highway,P0563,300
voltage_regulator_high_004,voltage_regulator_high,mild,highway,,300
voltage_regulator_high_005,voltage_regulator_high,moderate,highway,P0563,300
voltage_regulator_high_006,voltage_regulator_high,moderate,highway,P0563,300
voltage_regulator_high_007,voltage_regulator_high,moderate,highway,P0563,300
voltage_regulator_high_008,voltage_regulator_high,severe,highway,P0563,300
voltage_regulator_high_009,voltage_regulator_high,mild,city,,300
voltage_regulator_high_010,voltage_regulator_high,severe,highway,P0563,300
voltage_regulator_high_011,voltage_regulator_high,moderate,city,P0563,300
voltage_regulator_high_012,voltage_regulator_high,moderate,city,P0563,300
voltage_regulator_high_013,voltage_regulator_high,moderate,highway,P0563,300
voltage_regulator_high_014,voltage_regulator_high,moderate,city,P0563,300
voltage_regulator_high_015,voltage_regulator_high,moderate,city,P0563,300
voltage_regulator_high_016,voltage_regulator_high,severe,highway,P0563,300
voltage_regulator_high_017,voltage_regulator_high,moderate,highway,P0563,300
voltage_regulator_high_018,voltage_regulator_high,moderate,city,P0563,300
voltage_regulator_high_019,voltage_regulator_high,moderate,highway,P0563,300
voltage_regulator_high_020,voltage_regulator_high,moderate,highway,P0563,300
voltage_regulator_high_021,voltage_regulator_high,moderate,city,P0563,300
voltage_regulator_high_022,voltage_regulator_high,mild,highway,,300
voltage_regulator_high_023,voltage_regulator_high,severe,city,P0563,300
voltage_regulator_high_024,voltage_regulator_high,mild,city,,300
map_sensor_fault_000,map_sensor_fault,moderate,city,P0106,300
map_sensor_fault_001,map_sensor_fault,severe,city,P0106,300
map_sensor_fault_002,map_sensor_fault,severe,city,P0106,300
map_sensor_fault_003,map_sensor_fault,moderate,highway,P0106,300
map_sensor_fault_004,map_sensor_fault,moderate,highway,P0106,300
map_sensor_fault_005,map_sensor_fault,moderate,highway,P0106,300
map_sensor_fault_006,map_sensor_fault,mild,highway,,300
map_sensor_fault_007,map_sensor_fault,mild,highway,,300
map_sensor_fault_008,map_sensor_fault,mild,highway,,300
map_sensor_fault_009,map_sensor_fault,severe,city,P0106,300
map_sensor_fault_010,map_sensor_fault,severe,city,P0106,300
map_sensor_fault_011,map_sensor_fault,severe,city,P0106,300
map_sensor_fault_012,map_sensor_fault,moderate,city,P0106,300
map_sensor_fault_013,map_sensor_fault,severe,highway,P0106,300
map_sensor_fault_014,map_sensor_fault,severe,highway,P0106,300
map_sensor_fault_015,map_sensor_fault,moderate,city,P0106,300
map_sensor_fault_016,map_sensor_fault,moderate,highway,P0106,300
map_sensor_fault_017,map_sensor_fault,severe,city,P0106,300
map_sensor_fault_018,map_sensor_fault,moderate,city,P0106,300
map_sensor_fault_019,map_sensor_fault,moderate,city,P0106,300
map_sensor_fault_020,map_sensor_fault,mild,highway,,300
map_sensor_fault_021,map_sensor_fault,moderate,highway,P0106,300
map_sensor_fault_022,map_sensor_fault,severe,highway,P0106,300
map_sensor_fault_023,map_sensor_fault,mild,city,,300
map_sensor_fault_024,map_sensor_fault,moderate,highway,P0106,300
tps_sensor_stuck_000,tps_sensor_stuck,moderate,highway,P0122,300
tps_sensor_stuck_001,tps_sensor_stuck,moderate,highway,P0122,300
tps_sensor_stuck_002,tps_sensor_stuck,moderate,highway,P0122,300
tps_sensor_stuck_003,tps_sensor_stuck,moderate,highway,P0122,300
tps_sensor_stuck_004,tps_sensor_stuck,moderate,city,P0122,300
tps_sensor_stuck_005,tps_sensor_stuck,severe,city,P0122,300
tps_sensor_stuck_006,tps_sensor_stuck,mild,highway,,300
tps_sensor_stuck_007,tps_sensor_stuck,moderate,highway,P0122,300
tps_sensor_stuck_008,tps_sensor_stuck,severe,highway,P0122,300
tps_sensor_stuck_009,tps_sensor_stuck,mild,city,,300
tps_sensor_stuck_010,tps_sensor_stuck,severe,city,P0122,300
tps_sensor_stuck_011,tps_sensor_stuck,moderate,highway,P0122,300
tps_sensor_stuck_012,tps_sensor_stuck,moderate,highway,P0122,300
tps_sensor_stuck_013,tps_sensor_stuck,severe,highway,P0122,300
tps_sensor_stuck_014,tps_sensor_stuck,severe,highway,P0122,300
tps_sensor_stuck_015,tps_sensor_stuck,moderate,highway,P0122,300
tps_sensor_stuck_016,tps_sensor_stuck,severe,highway,P0122,300
tps_sensor_stuck_017,tps_sensor_stuck,moderate,city,P0122,300
tps_sensor_stuck_018,tps_sensor_stuck,mild,highway,,300
tps_sensor_stuck_019,tps_sensor_stuck,severe,highway,P0122,300
tps_sensor_stuck_020,tps_sensor_stuck,severe,highway,P0122,300
tps_sensor_stuck_021,tps_sensor_stuck,mild,city,,300
tps_sensor_stuck_022,tps_sensor_stuck,mild,highway,,300
tps_sensor_stuck_023,tps_sensor_stuck,moderate,city,P0122,300
tps_sensor_stuck_024,tps_sensor_stuck,mild,highway,,300
